code,description_1,description_2,description_3,description_4,description_5
E8729,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure of sterile precautions during procedure,Failure of sterile precautions during unspecified procedure,
E873,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,,
E8730,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,Excessive amount of blood or other fluid during transfusion or infusion,
E8731,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,Incorrect dilution of fluid during infusion,
E8732,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,Overdose of radiation in therapy,
E8733,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,Inadvertent exposure of patient to radiation during medical care,
E8734,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,Failure in dosage in electroshock or insulin-shock therapy,
E8735,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,Inappropriate [too hot or too cold] temperature in local application and packing,
E8736,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,Nonadministration of necessary drug or medicinal substance,
E8738,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,Other specified failure in dosage,
E8739,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Failure in dosage,Unspecified failure in dosage,
E874,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Mechanical failure of instrument or apparatus during procedure,,
E8740,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Mechanical failure of instrument or apparatus during procedure,Mechanical failure of instrument or apparatus during surgical operation,
E8741,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Mechanical failure of instrument or apparatus during procedure,Mechanical failure of instrument or apparatus during infusion and transfusion,
E8742,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Mechanical failure of instrument or apparatus during procedure,Mechanical failure of instrument or apparatus during kidney dialysis and other perfusion,
E8743,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Mechanical failure of instrument or apparatus during procedure,Mechanical failure of instrument or apparatus during endoscopic examination,
E8744,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Mechanical failure of instrument or apparatus during procedure,"Mechanical failure of instrument or apparatus during aspiration of fluid or tissue, puncture, and catheterization",
E8745,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Mechanical failure of instrument or apparatus during procedure,Mechanical failure of instrument or apparatus during heart catheterization,
E8748,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Mechanical failure of instrument or apparatus during procedure,Mechanical failure of instrument or apparatus during other specified procedures,
E8749,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Mechanical failure of instrument or apparatus during procedure,Mechanical failure of instrument or apparatus during unspecified procedure,
E875,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Contaminated or infected blood other fluid drug or biological substance,,
E8750,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Contaminated or infected blood other fluid drug or biological substance,Contaminated substance transfused or infused,
E8751,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Contaminated or infected blood other fluid drug or biological substance,Contaminated substance injected or used for vaccination,
E8752,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Contaminated or infected blood other fluid drug or biological substance,Contaminated drug or biological substance administered by other means,
E8758,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Contaminated or infected blood other fluid drug or biological substance,Misadventure to patient from other contamination,
E8759,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Contaminated or infected blood other fluid drug or biological substance,Misadventure to patient from unspecified contamination,
E876,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,,
E8760,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Mismatched blood in transfusion,
E8761,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Wrong fluid in infusion,
E8762,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Failure in suture and ligature during surgical operation,
E8763,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Endotracheal tube wrongly placed during anesthetic procedure,
E8764,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Failure to introduce or to remove other tube or instrument,
E8765,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Performance of wrong operation (procedure) on correct patient,
E8766,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Performance of operation (procedure) on patient not scheduled for surgery,
E8767,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Performance of correct operation (procedure) on wrong side/body part,
E8768,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Other specified misadventures during medical care,
E8769,Supplementary Classification Of External Causes Of Injury And Poisoning,Misadventures To Patients During Surgical And Medical Care,Other and unspecified misadventures during medical care,Unspecified misadventure during medical care,
E878,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,,
E8780,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",
E8781,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,"Surgical operation with implant of artificial internal device causing abnormal patient reaction, or later complication,without mention of misadventure at time of operation",
E8782,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",
E8783,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,"Surgical operation with formation of external stoma causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",
E8784,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,"Other restorative surgery causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",
E8785,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,"Amputation of limb(s) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",
E8786,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",
E8788,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",
E8789,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Surgical operation and other surgical procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at the time of operation,"Unspecified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",
E879,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,,
E8790,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Cardiac catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",
E8791,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",
E8792,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",
E8793,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Shock therapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",
E8794,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Aspiration of fluid as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",
E8795,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Insertion of gastric or duodenal sound as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure of time of procedure",
E8796,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",
E8797,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Blood sampling as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",
E8798,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",
E8799,Supplementary Classification Of External Causes Of Injury And Poisoning,"Surgical And Medical Procedures As The Cause Of Abnormal Reaction Of Patient Or Later Complication, Without Mention Of Misadventure At The Time Of Procedure",Other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication,"Unspecified procedure as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",
E880,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on or from stairs or steps,,
E8800,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on or from stairs or steps,Accidental fall on or from escalator,
E8801,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on or from stairs or steps,Accidental fall on or from sidewalk curb,
E8809,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on or from stairs or steps,Accidental fall on or from other stairs or steps,
E881,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on or from ladders or scaffolding,,
E8810,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on or from ladders or scaffolding,Accidental fall from ladder,
E8811,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on or from ladders or scaffolding,Accidental fall from scaffolding,
E882,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall from or out of building or other structure,,
E883,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall into hole or other opening in surface,,
E8830,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall into hole or other opening in surface,Accident from diving or jumping into water [swimming pool],
E8831,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall into hole or other opening in surface,Accidental fall into well,
E8832,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall into hole or other opening in surface,Accidental fall into storm drain or manhole,
E8839,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall into hole or other opening in surface,Accidental fall into other hole or other opening in surface,
E884,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other accidental falls from one level to another,,
E8840,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other accidental falls from one level to another,Accidental fall from playground equipment,
E8841,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other accidental falls from one level to another,Accidental fall from cliff,
E8842,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other accidental falls from one level to another,Accidental fall from chair,
E8843,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other accidental falls from one level to another,Accidental fall from wheelchair,
E8844,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other accidental falls from one level to another,Accidental fall from bed,
E8845,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other accidental falls from one level to another,Accidental fall from other furniture,
E8846,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other accidental falls from one level to another,Accidental fall from commode,
E8849,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other accidental falls from one level to another,Other accidental fall from one level to another,
E885,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on same level from slipping tripping or stumbling,,
E8850,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on same level from slipping tripping or stumbling,Fall from (nonmotorized) scooter,
E8851,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on same level from slipping tripping or stumbling,Fall from roller skates,
E8852,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on same level from slipping tripping or stumbling,Fall from skateboard,
E8853,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on same level from slipping tripping or stumbling,Fall from skis,
E8854,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on same level from slipping tripping or stumbling,Fall from snowboard,
E8859,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Accidental fall on same level from slipping tripping or stumbling,"Fall from other slipping, tripping, or stumbling",
E886,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,"Fall on same level from collision, pushing, or shoving, by or with other person",,
E8860,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,"Fall on same level from collision, pushing, or shoving, by or with other person","Fall on same level from collision, pushing, or shoving, by or with other person in sports",
E8869,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,"Fall on same level from collision, pushing, or shoving, by or with other person","Other and unspecified falls on same level from collision, pushing, or shoving, by or with other person",
E887,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,"Fracture, cause unspecified",,
E888,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other and unspecified fall,,
E8880,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other and unspecified fall,Fall resulting in striking against sharp object,
E8881,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other and unspecified fall,Fall resulting in striking against other object,
E8888,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other and unspecified fall,Other fall,
E8889,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidental Falls,Other and unspecified fall,Unspecified fall,
E890,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in private dwelling,,
E8900,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in private dwelling,Explosion caused by conflagration in private dwelling,
E8901,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in private dwelling,Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in private dwelling,
E8902,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in private dwelling,Other smoke and fumes from conflagration in private dwelling,
E8903,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in private dwelling,Burning caused by conflagration in private dwelling,
E8908,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in private dwelling,Other accident resulting from conflagration in private dwelling,
E8909,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in private dwelling,Unspecified accident resulting from conflagration in private dwelling,
E891,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in other and unspecified building or structure,,
E8910,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in other and unspecified building or structure,Explosion caused by conflagration in other and unspecified building or structure,
E8911,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in other and unspecified building or structure,Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in other and unspecified building or structure,
E8912,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in other and unspecified building or structure,Other smoke and fumes from conflagration in other and unspecified building or structure,
E8913,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in other and unspecified building or structure,Burning caused by conflagration in other and unspecified building or structure,
E8918,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in other and unspecified building or structure,Other accident resulting from conflagration in other and unspecified building or structure,
E8919,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration in other and unspecified building or structure,Unspecified accident resulting from conflagration of other and unspecified building or structure,
E892,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Conflagration not in building or structure,,
E893,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by ignition of clothing,,
E8930,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by ignition of clothing,Accident caused by ignition of clothing from controlled fire in private dwelling,
E8931,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by ignition of clothing,Accident caused by ignition of clothing from controlled fire in other building or structure,
E8932,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by ignition of clothing,Accident caused by ignition of clothing from controlled fire not in building or structure,
E8938,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by ignition of clothing,Accident caused by ignition of clothing from other specified sources,
E8939,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by ignition of clothing,Accident caused by ignition of clothing by unspecified source,
E894,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Ignition of highly inflammable material,,
E895,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by controlled fire in private dwelling,,
E896,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by controlled fire in other and unspecified building or structure,,
E897,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by controlled fire not in building or structure,,
E898,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by other specified fire and flames,,
E8980,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by other specified fire and flames,Accident caused by burning bedclothes,
E8981,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by other specified fire and flames,Accident caused by other burning materials,
E899,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Caused By Fire And Flames,Accident caused by unspecified fire,,
E900,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident caused by excessive heat,,
E9000,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident caused by excessive heat,Accident caused by excessive heat due to weather conditions,
E9001,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident caused by excessive heat,Accidents due to excessive heat of man-made origin,
E9009,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident caused by excessive heat,Accidents due to excessive heat of unspecified origin,
E901,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accidents due to excessive cold,,
E9010,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accidents due to excessive cold,Accident due to excessive cold due to weather conditions,
E9011,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accidents due to excessive cold,Accident due to excessive cold of man-made origin,
E9018,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accidents due to excessive cold,Accident due to excessive cold of other specified origin,
E9019,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accidents due to excessive cold,Accident due to excessive cold of unspecified origin,
E902,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to high and low air pressure and changes in air pressure,,
E9020,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to high and low air pressure and changes in air pressure,Accident due to residence or prolonged visit at high altitude,
E9021,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to high and low air pressure and changes in air pressure,Accident due to changes in air pressure in aircraft,
E9022,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to high and low air pressure and changes in air pressure,Accident due to changes in air pressure due to diving,
E9028,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to high and low air pressure and changes in air pressure,Accident due to changes in air pressure due to other specified causes,
E9029,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to high and low air pressure and changes in air pressure,Accident due to changes in air pressure from unspecified cause,
E903,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident caused by travel and motion,,
E904,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to hunger thirst exposure and neglect,,
E9040,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to hunger thirst exposure and neglect,Accident due to abandonment or neglect of infants and helpless persons,
E9041,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to hunger thirst exposure and neglect,Accident due to lack of food,
E9042,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to hunger thirst exposure and neglect,Accident due to lack of water,
E9043,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to hunger thirst exposure and neglect,"Accident due to exposure (to weather conditions), not elsewhere classifiable",
E9049,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to hunger thirst exposure and neglect,"Accident due to privation, unqualified",
E905,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,,
E9050,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,Venomous snakes and lizards causing poisoning and toxic reactions,
E9051,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,Venomous spiders causing poisoning and toxic reactions,
E9052,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,Scorpion sting causing poisoning and toxic reactions,
