code,description_1,description_2,description_3,description_4
852,Operations On The Integumentary System,Operations On The Breast,Excision Or Destruction Of Breast Tissue,
8520,Operations On The Integumentary System,Operations On The Breast,Excision Or Destruction Of Breast Tissue,"Excision Or Destruction Of Breast Tissue, Not Otherwise Specified"
8521,Operations On The Integumentary System,Operations On The Breast,Excision Or Destruction Of Breast Tissue,Local Excision Of Lesion Of Breast
8522,Operations On The Integumentary System,Operations On The Breast,Excision Or Destruction Of Breast Tissue,Resection Of Quadrant Of Breast
8523,Operations On The Integumentary System,Operations On The Breast,Excision Or Destruction Of Breast Tissue,Subtotal Mastectomy
8524,Operations On The Integumentary System,Operations On The Breast,Excision Or Destruction Of Breast Tissue,Excision Of Ectopic Breast Tissue
8525,Operations On The Integumentary System,Operations On The Breast,Excision Or Destruction Of Breast Tissue,Excision Of Nipple
853,Operations On The Integumentary System,Operations On The Breast,Reduction Mammoplasty And Subcutaneous Mammectomy,
8531,Operations On The Integumentary System,Operations On The Breast,Reduction Mammoplasty And Subcutaneous Mammectomy,Unilateral Reduction Mammoplasty
8532,Operations On The Integumentary System,Operations On The Breast,Reduction Mammoplasty And Subcutaneous Mammectomy,Bilateral Reduction Mammoplasty
8533,Operations On The Integumentary System,Operations On The Breast,Reduction Mammoplasty And Subcutaneous Mammectomy,Unilateral Subcutaneous Mammectomy With Synchronous Implant
8534,Operations On The Integumentary System,Operations On The Breast,Reduction Mammoplasty And Subcutaneous Mammectomy,Other Unilateral Subcutaneous Mammectomy
8535,Operations On The Integumentary System,Operations On The Breast,Reduction Mammoplasty And Subcutaneous Mammectomy,Bilateral Subcutaneous Mammectomy With Synchronous Implant
8536,Operations On The Integumentary System,Operations On The Breast,Reduction Mammoplasty And Subcutaneous Mammectomy,Other Bilateral Subcutaneous Mammectomy
854,Operations On The Integumentary System,Operations On The Breast,Mastectomy,
8541,Operations On The Integumentary System,Operations On The Breast,Mastectomy,Unilateral Simple Mastectomy
8542,Operations On The Integumentary System,Operations On The Breast,Mastectomy,Bilateral Simple Mastectomy
8543,Operations On The Integumentary System,Operations On The Breast,Mastectomy,Unilateral Extended Simple Mastectomy
8544,Operations On The Integumentary System,Operations On The Breast,Mastectomy,Bilateral Extended Simple Mastectomy
8545,Operations On The Integumentary System,Operations On The Breast,Mastectomy,Unilateral Radical Mastectomy
8546,Operations On The Integumentary System,Operations On The Breast,Mastectomy,Bilateral Radical Mastectomy
8547,Operations On The Integumentary System,Operations On The Breast,Mastectomy,Unilateral Extended Radical Mastectomy
8548,Operations On The Integumentary System,Operations On The Breast,Mastectomy,Bilateral Extended Radical Mastectomy
855,Operations On The Integumentary System,Operations On The Breast,Augmentation Mammoplasty,
8550,Operations On The Integumentary System,Operations On The Breast,Augmentation Mammoplasty,"Augmentation Mammoplasty, Not Otherwise Specified"
8551,Operations On The Integumentary System,Operations On The Breast,Augmentation Mammoplasty,Unilateral Injection Into Breast For Augmentation
8552,Operations On The Integumentary System,Operations On The Breast,Augmentation Mammoplasty,Bilateral Injection Into Breast For Augmentation
8553,Operations On The Integumentary System,Operations On The Breast,Augmentation Mammoplasty,Unilateral Breast Implant
8554,Operations On The Integumentary System,Operations On The Breast,Augmentation Mammoplasty,Bilateral Breast Implant
8555,Operations On The Integumentary System,Operations On The Breast,Augmentation Mammoplasty,Fat Graft To Breast
856,Operations On The Integumentary System,Operations On The Breast,Mastopexy,
857,Operations On The Integumentary System,Operations On The Breast,Total Reconstruction Of Breast,
8570,Operations On The Integumentary System,Operations On The Breast,Total Reconstruction Of Breast,"Total Reconstruction Of Breast, Not Otherwise Specified"
8571,Operations On The Integumentary System,Operations On The Breast,Total Reconstruction Of Breast,Latissimus Dorsi Myocutaneous Flap
8572,Operations On The Integumentary System,Operations On The Breast,Total Reconstruction Of Breast,"Transverse Rectus Abdominus Myocutaneous (Tram) Flap, Pedicled"
8573,Operations On The Integumentary System,Operations On The Breast,Total Reconstruction Of Breast,"Transverse Rectus Abdominus Myocutaneous (Tram) Flap, Free"
8574,Operations On The Integumentary System,Operations On The Breast,Total Reconstruction Of Breast,"Deep Inferior Epigastric Artery Perforator (Diep) Flap, Free"
8575,Operations On The Integumentary System,Operations On The Breast,Total Reconstruction Of Breast,"Superficial Inferior Epigastric Artery (Siea) Flap, Free"
8576,Operations On The Integumentary System,Operations On The Breast,Total Reconstruction Of Breast,"Gluteal Artery Perforator (Gap) Lap, Free"
8579,Operations On The Integumentary System,Operations On The Breast,Total Reconstruction Of Breast,Other Total Reconstruction Of Breast
858,Operations On The Integumentary System,Operations On The Breast,Other Repair And Plastic Operations On Breast,
8581,Operations On The Integumentary System,Operations On The Breast,Other Repair And Plastic Operations On Breast,Suture Of Laceration Of Breast
8582,Operations On The Integumentary System,Operations On The Breast,Other Repair And Plastic Operations On Breast,Split-Thickness Graft To Breast
8583,Operations On The Integumentary System,Operations On The Breast,Other Repair And Plastic Operations On Breast,Full-Thickness Graft To Breast
8584,Operations On The Integumentary System,Operations On The Breast,Other Repair And Plastic Operations On Breast,Pedicle Graft To Breast
8585,Operations On The Integumentary System,Operations On The Breast,Other Repair And Plastic Operations On Breast,Muscle Flap Graft To Breast
8586,Operations On The Integumentary System,Operations On The Breast,Other Repair And Plastic Operations On Breast,Transposition Of Nipple
8587,Operations On The Integumentary System,Operations On The Breast,Other Repair And Plastic Operations On Breast,Other Repair Or Reconstruction Of Nipple
8589,Operations On The Integumentary System,Operations On The Breast,Other Repair And Plastic Operations On Breast,Other Mammoplasty
859,Operations On The Integumentary System,Operations On The Breast,Other Operations On The Breast,
8591,Operations On The Integumentary System,Operations On The Breast,Other Operations On The Breast,Aspiration Of Breast
8592,Operations On The Integumentary System,Operations On The Breast,Other Operations On The Breast,Injection Of Therapeutic Agent Into Breast
8593,Operations On The Integumentary System,Operations On The Breast,Other Operations On The Breast,Revision Of Implant Of Breast
8594,Operations On The Integumentary System,Operations On The Breast,Other Operations On The Breast,Removal Of Implant Of Breast
8595,Operations On The Integumentary System,Operations On The Breast,Other Operations On The Breast,Insertion Of Breast Tissue Expander
8596,Operations On The Integumentary System,Operations On The Breast,Other Operations On The Breast,Removal Of Breast Tissue Expander(s)
8599,Operations On The Integumentary System,Operations On The Breast,Other Operations On The Breast,Other
86,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,,
860,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Incision Of Skin And Subcutaneous Tissue,
8601,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Incision Of Skin And Subcutaneous Tissue,Aspiration Of Skin And Subcutaneous Tissue
8602,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Incision Of Skin And Subcutaneous Tissue,Injection Or Tattooing Of Skin Lesion Or Defect
8603,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Incision Of Skin And Subcutaneous Tissue,Incision Of Pilonidal Sinus Or Cyst
8604,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Incision Of Skin And Subcutaneous Tissue,Other Incision With Drainage Of Skin And Subcutaneous Tissue
8605,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Incision Of Skin And Subcutaneous Tissue,Incision With Removal Of Foreign Body From Skin And Subcutaneous Tissue
8606,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Incision Of Skin And Subcutaneous Tissue,Insertion Of Totally Implantable Infusion Pump
8607,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Incision Of Skin And Subcutaneous Tissue,Insertion Of Totally Implantable Vascular Access Device [Vad]
8609,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Incision Of Skin And Subcutaneous Tissue,Other Incision Of Skin And Subcutaneous Tissue
861,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Diagnostic Procedures On Skin And Subcutaneous Tissue,
8611,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Diagnostic Procedures On Skin And Subcutaneous Tissue,Closed Biopsy Of Skin And Subcutaneous Tissue
8619,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Diagnostic Procedures On Skin And Subcutaneous Tissue,Other Diagnostic Procedures On Skin And Subcutaneous Tissue
862,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,
8621,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,Excision Of Pilonidal Cyst Or Sinus
8622,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,"Excisional Debridement Of Wound, Infection, Or Burn"
8623,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,"Removal Of Nail, Nailbed, Or Nail Fold"
8624,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,Chemosurgery Of Skin
8625,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,Dermabrasion
8626,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,Ligation Of Dermal Appendage
8627,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,"Debridement Of Nail, Nail Bed, Or Nail Fold"
8628,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,"Nonexcisional Debridement Of Wound, Infection, Or Burn"
863,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Local Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,
864,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Radical Excision Of Skin Lesion,
865,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Suture Or Other Closure Of Skin And Subcutaneous Tissue,
8651,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Suture Or Other Closure Of Skin And Subcutaneous Tissue,Replantation Of Scalp
8659,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Suture Or Other Closure Of Skin And Subcutaneous Tissue,Closure Of Skin And Subcutaneous Tissue Of Other Sites
866,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,
8660,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,"Free Skin Graft, Not Otherwise Specified"
8661,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,Full-Thickness Skin Graft To Hand
8662,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,Other Skin Graft To Hand
8663,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,Full-Thickness Skin Graft To Other Sites
8664,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,Hair Transplant
8665,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,Heterograft To Skin
8666,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,Homograft To Skin
8667,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,Dermal Regenerative Graft
8669,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Free Skin Graft,Other Skin Graft To Other Sites
867,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Pedicle Grafts Or Flaps,
8670,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Pedicle Grafts Or Flaps,"Pedicle Or Flap Graft, Not Otherwise Specified"
8671,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Pedicle Grafts Or Flaps,Cutting And Preparation Of Pedicle Grafts Or Flaps
8672,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Pedicle Grafts Or Flaps,Advancement Of Pedicle Graft
8673,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Pedicle Grafts Or Flaps,Attachment Of Pedicle Or Flap Graft To Hand
8674,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Pedicle Grafts Or Flaps,Attachment Of Pedicle Or Flap Graft To Other Sites
8675,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Pedicle Grafts Or Flaps,Revision Of Pedicle Or Flap Graft
868,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,
8681,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,Repair For Facial Weakness
8682,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,Facial Rhytidectomy
8683,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,Size Reduction Plastic Operation
8684,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,Relaxation Of Scar Or Web Contracture Of Skin
8685,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,Correction Of Syndactyly
8686,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,Onychoplasty
8687,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,Fat Graft Of Skin And Subcutaneous Tissue
8689,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue
869,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,
8690,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,Extraction Of Fat For Graft Or Banking
8691,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,Excision Of Skin For Graft
8692,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,Electrolysis And Other Epilation Of Skin
8693,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,Insertion Of Tissue Expander
8694,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,"Insertion Or Replacement Of Single Array Neurostimulator Pulse Generator, Not Specified As Rechargeable"
8695,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,"Insertion Or Replacement Of Multiple Array Neurostimulator Pulse Generator, Not Specified As Rechargeable"
8696,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,Insertion Or Replacement Of Other Neurostimulator Pulse Generator
8697,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,Insertion Or Replacement Of Single Array Rechargeable Neurostimulator Pulse Generator
8698,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,Insertion Or Replacement Of Dual Multiple Array (Two Or More) Rechargeable Neurostimulator Pulse Generator
8699,Operations On The Integumentary System,Operations On Skin And Subcutaneous Tissue,Other Operations On Skin And Subcutaneous Tissue,Other
87,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,,
870,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck",
8701,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck",Pneumoencephalogram
8702,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck",Other Contrast Radiogram Of Brain And Skull
8703,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck",Computerized Axial Tomography Of Bead
8704,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck",Other Tomography Of Bead
8705,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck",Contrast Dacryocystogram
8706,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck",Contrast Radiogram Of Nasopharynx
8707,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck",Contrast Laryngogram
8708,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck",Cervical Lymphangiogram
8709,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Soft Tissue X-Ray Of Face, Head, And Neck","Other Soft Tissue X-Ray Of Face, Head, And Neck"
871,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Other X-Ray Of Face, Head, And Neck",
8711,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Other X-Ray Of Face, Head, And Neck",Full-Mouth X-Ray Of Teeth
8712,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Other X-Ray Of Face, Head, And Neck",Other Dental X-Ray
8713,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Other X-Ray Of Face, Head, And Neck",Temporomandibular Contrast Arthrogram
8714,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Other X-Ray Of Face, Head, And Neck",Contrast Radiogram Of Orbit
8715,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Other X-Ray Of Face, Head, And Neck",Contrast Radiogram Of Sinus
8716,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Other X-Ray Of Face, Head, And Neck",Other X-Ray Of Facial Bones
8717,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,"Other X-Ray Of Face, Head, And Neck",Other X-Ray Of Skull
872,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Spine,
8721,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Spine,Contrast Myelogram
8722,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Spine,Other X-Ray Of Cervical Spine
8723,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Spine,Other X-Ray Of Thoracic Spine
8724,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Spine,Other X-Ray Of Lumbosacral Spine
8729,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Spine,Other X-Ray Of Spine
873,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,
8731,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,Endotracheal Bronchogram
8732,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,Other Contrast Bronchogram
8733,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,Mediastinal Pneumogram
8734,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,Intrathoracic Lymphangiogram
8735,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,Contrast Radiogram Of Mammary Ducts
8736,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,Xerography Of Breast
8737,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,Other Mammography
8738,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,Sinogram Of Chest Wall
8739,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Soft Tissue X-Ray Of Thorax,Other Soft Tissue X-Ray Of Chest Wall
874,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Thorax,
8741,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Thorax,Computerized Axial Tomography Of Thorax
8742,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Thorax,Other Tomography Of Thorax
8743,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Thorax,"X-Ray Of Ribs, Sternum, And Clavicle"
8744,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Thorax,"Routine Chest X-Ray, So Described"
8749,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Thorax,Other Chest X-Ray
875,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Biliary Tract X-Ray,
8751,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Biliary Tract X-Ray,Percutaneous Hepatic Cholangiogram
8752,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Biliary Tract X-Ray,Intravenous Cholangiogram
8753,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Biliary Tract X-Ray,Intraoperative Cholangiogram
8754,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Biliary Tract X-Ray,Other Cholangiogram
8759,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Biliary Tract X-Ray,Other Biliary Tract X-Ray
876,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Digestive System,
8761,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Digestive System,Barium Swallow
8762,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Digestive System,Upper Gi Series
8763,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Digestive System,Small Bowel Series
8764,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Digestive System,Lower Gi Series
8765,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Digestive System,Other X-Ray Of Intestine
8766,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Digestive System,Contrast Pancreatogram
8769,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,Other X-Ray Of Digestive System,Other Digestive Tract X-Ray
877,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,
8771,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,Computerized Axial Tomography Of Kidney
8772,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,Other Nephrotomogram
8773,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,Intravenous Pyelogram
8774,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,Retrograde Pyelogram
8775,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,Percutaneous Pyelogram
8776,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,Retrograde Cystourethrogram
8777,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,Other Cystogram
8778,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,Ileal Conduitogram
8779,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Urinary System,Other X-Ray Of The Urinary System
878,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Female Genital Organs,
8781,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Female Genital Organs,X-Ray Of Gravid Uterus
8782,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Female Genital Organs,Gas Contrast Hysterosalpingogram
8783,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Female Genital Organs,Opaque Dye Contrast Hysterosalpingogram
8784,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Female Genital Organs,Percutaneous Hysterogram
8785,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Female Genital Organs,Other X-Ray Of Fallopian Tubes And Uterus
8789,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Female Genital Organs,Other X-Ray Of Female Genital Organs
879,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Male Genital Organs,
8791,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Male Genital Organs,Contrast Seminal Vesiculogram
8792,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Male Genital Organs,Other X-Ray Of Prostate And Seminal Vesicles
8793,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Male Genital Organs,Contrast Epididymogram
8794,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Male Genital Organs,Contrast Vasogram
8795,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Male Genital Organs,Other X-Ray Of Epididymis And Vas Deferens
8799,Miscellaneous Diagnostic And Therapeutic Procedures,Diagnostic Radiology,X-Ray Of Male Genital Organs,Other X-Ray Of Male Genital Organs
88,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,,
880,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Soft Tissue X-Ray Of Abdomen,
8801,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Soft Tissue X-Ray Of Abdomen,Computerized Axial Tomography Of Abdomen
8802,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Soft Tissue X-Ray Of Abdomen,Other Abdomen Tomography
8803,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Soft Tissue X-Ray Of Abdomen,Sinogram Of Abdominal Wall
8804,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Soft Tissue X-Ray Of Abdomen,Abdominal Lymphangiogram
8809,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Soft Tissue X-Ray Of Abdomen,Other Soft Tissue X-Ray Of Abdominal Wall
